ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match	Narrow Match	Related Match
pbpko:PBPKO_00411	bladder					"The distensible sac-like organ that functions as a reservoir of urine, collecting from the kidneys and eliminating via the urethra."	"Distensible sac-like organ, functioning as urine reservoir, collecting from kidneys and eliminating via urethra"	http://purl.obolibrary.org/obo/NCIT_C12414		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00412	lung PBPK					PBPK model built to predict the compound concnetration in lung compartment	PBPK model built to predict the compound concnetration in lung compartment			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00413	extrathoracic					"the area outside of the thorax, which includes the head, neck, and upper respiratory tract. In the context of PBPK modeling, extrathoracic deposition refers to the amount of inhaled drug/chemical that is deposited in the head and upper respiratory tract before reaching the lungs"	"the area outside of the thorax, which includes the head, neck, and upper respiratory tract. In the context of PBPK modeling, extrathoracic deposition refers to the amount of inhaled drug/chemical that is deposited in the head and upper respiratory tract before reaching the lungs"	10.1007/s40262-021-01066-2		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00414	thoracic									0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00415	bronchiolar									0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00416	alveolar									0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00417	Gut PBPK or ADAM model					PBPK model build to predict the concentration of drug/chemical in different compartments of gut.	PBPK model build to predict the concentration of drug/chemical in different compartments of gut.			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00418	FQduodenum					Fraction of blood flow to duodenum	Fraction of blood flow to duodenum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00419	FQjejunum					Fraction of blood flow to jejunum	Fraction of blood flow to jejunum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00420	FQileum					Fraction of blood flow to ileum	Fraction of blood flow to ileum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00421	FQcolon					Fraction of blood flow to colon	Fraction of blood flow to colon			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00422	FQcecum					Fraction of blood flow to cecum	Fraction of blood flow to cecum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00423	Qduodenum					"Qduodenum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the duodenum. The value of Qduodenum depends on the species of interest and is defined by the duodenum weight/volume and cardiac output"	"Qduodenum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the duodenum. The value of Qduodenum depends on the species of interest and is defined by the duodenum weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00424	Qjejunum					"Qjejunum is a parameter used in PBPK modeling to describe the blood flow rate to the jejunum, which is used to calculate the rate of drug/chemical delivery to the jejunum. The value of Qjejunum depends on the species of interest and is defined by the jejunum weight/volume and cardiac output"	"Qjejunum is a parameter used in PBPK modeling to describe the blood flow rate to the jejunum, which is used to calculate the rate of drug/chemical delivery to the jejunum. The value of Qjejunum depends on the species of interest and is defined by the jejunum weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00425	Qileum					"Qileum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the ileum. The value of Qileum depends on the species of interest and is defined by the ileum weight/volume and cardiac output"	"Qileum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the ileum. The value of Qileum depends on the species of interest and is defined by the ileum weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00426	Qcolon					"Qcolon is a parameter used in PBPK modeling to describe the blood flow rate to the colon, which is used to calculate the rate of drug/chemical delivery to the colon. The value of Qcolon depends on the species of interest and is defined by the colon weight/volume and cardiac output"	"Qcolon is a parameter used in PBPK modeling to describe the blood flow rate to the colon, which is used to calculate the rate of drug/chemical delivery to the colon. The value of Qcolon depends on the species of interest and is defined by the colon weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00427	Qcecum					"Qcecum is a parameter used in PBPK modeling to describe the blood flow rate to the cecum, which is used to calculate the rate of drug/chemical delivery to the cecum. The value of Qcecum depends on the species of interest and is defined by the cecum weight/volume and cardiac output"	"Qcecum is a parameter used in PBPK modeling to describe the blood flow rate to the cecum, which is used to calculate the rate of drug/chemical delivery to the cecum. The value of Qcecum depends on the species of interest and is defined by the cecum weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00428	Fduodenum					duodenum volume as a fraction of total body weight	duodenum volume as a fraction of total body weight			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00429	Fjejunum					jejunum volume as a fraction of total body weight	jejunum volume as a fraction of total body weight			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00430	Fileum					ileum volume as a fraction of total body weight	ileum volume as a fraction of total body weight			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00431	Fcolon					colon volume as a fraction of total body weight	colon volume as a fraction of total body weight			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00432	Fcecum					cecum volume as a fraction of total body weight	cecum volume as a fraction of total body weight			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00433	Vduodenum					Volume of duodenum	Volume of duodenum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00434	Vjejunum					Volume of jejunum	Volume of jejunum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00435	Vileum					Volume of ileum	Volume of ileum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00436	Vcolon					Volume of colon	Volume of colon			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00437	Vcecum					Volume of cecum	Volume of cecum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00438	blilesalt effect solubilization ratio									0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00439	mean precipitation time					"mean precipitation time is often used to predict the behavior of drugs/chemical in the human body, specifically in relation to food effects and the fasted state"	"mean precipitation time is often used to predict the behavior of drugs/chemical in the human body, specifically in relation to food effects and the fasted state"	10.1208/s12248-008-9079-7		0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00440	Diffusion Coefficient				D	The diffusion coefficient defined as the amount of a xenoboitic that diffuses across a membrane of a given unit area per unit time when the concentration gradient is unity.	"Xenoboitic amount ,i.s diffuses across a membrane of a given unit area per unit time"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015. Chaper-14,page number-380"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pbpko:PBPKO_00441	particle density		absolute specific gravity		?s	a measure of the mass per unit volume of the particle. It is expressed in terms of Mg m-3.	Measure of mass per unit volume of particle	http://ecoursesonline.iasri.res.in/mod/page/view.php?id=6358		0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00442	particle radius									0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00443	intestinal transit time					time required for compound to move through the intestine	time required for compound to move through the intestine			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00444	Lactational PBPK					PBPK models built to predict the drug/chemical concentration in milk during lactation	PBPK models built to predict the drug/chemical concentration in milk during lactation	10.1002/psp4.12662		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00445	Milk:plasma ratio					Milk to plasma ratio of a particular chemical	Milk to plasma ratio of a particular chemical			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00446	fumilk					fraction unbound of a chemical in milk	fraction unbound of a chemical in milk			0000-0001-8345-1349	0000-0002-9795-5967		Class	Unbound fraction				
pbpko:PBPKO_00447	Cmilk					concentration in milk	concentration in milk			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00448	daily milk intake					daily milk ingested by the baby from mother	daily milk ingested by the baby from mother			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00449	phmilk					Ph of milk	Ph of milk			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00450	Blood-milk-barrier					physiological barrier that separates the blood and milk compartments in lactating species. 	physiological barrier that separates the blood and milk compartments in lactating species. 	10.1016/j.fct.2022.112848		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00451	milk:plasma partition					partition coefficient of chemical from plasma to milk	partition coefficient of chemical from plasma to milk			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00452	Biological event						ADME process considered for PBPK modeling.			0000-0001-8345-1349	0000-0002-9795-5967							
pbpko:PBPKO_00453	Enzymes					Enzymes are the macromolecules which alters the rate of biochemical reaction	Enzymes are the macromolecules which alters the rate of biochemical reaction			0000-0001-8345-1349	0000-0002-9795-5967							
pbpko:PBPKO_00454	UGT enzymes					UDP-glucuronosyltransferases (UGTs) are involved in metabolism of lipophilic compounds by catalyzing the glucuronidation reaction.	UDP-glucuronosyltransferases (UGTs) are involved in metabolism of lipophilic compounds by catalyzing the glucuronidation reaction.			0000-0001-8345-1349	0000-0002-9795-5967			Enzymes				
pbpko:PBPKO_00455	Compartment					A compartment represents a hypothetical volume of tissue or fluid within the body where a substance can distribute and be metabolized	A compartment represents a hypothetical volume of tissue or fluid within the body where a substance can distribute and be metabolized			0000-0001-8345-1349	0000-0002-9795-5967							
pbpko:PBPKO_00456	Miscellaneous Parameters									0000-0001-8345-1349	0000-0002-9795-5967			Parameters				
pbpko:PBPKO_00457	administrative compartment									0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00458	alveolar air					air in the lungs	air in the lungs			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00459	systemic exposure					Exposure through systemic circulation	Exposure through systemic circulation			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00460	rest of body					Part of the body other than experimental consideration	Part of the body other than experimental consideration			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00462	arterial blood plasma					Plasma of the arterial blood	Plasma of the arterial blood			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00463	venous blood plasma					plasma of the venous  blood	plasma of the venous  blood			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00464	richly perfused tissue					Tissues having high blood flow	Tissues having high blood flow			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00465	poorly perfused tissue					Tissues having low blood flow	Tissues having low blood flow			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00466	viable unexposed skin					Unexposed skin which acts as a baseline for understanding the effects of external factors on skin health and pharmacokinetic processes.	Unexposed skin which acts as a baseline for understanding the effects of external factors on skin health and pharmacokinetic processes.			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00467	viable exposed skin					Exposed skin which acts as a baseline for understanding the effects of external factors on skin health and pharmacokinetic processes.	Exposed skin which acts as a baseline for understanding the effects of external factors on skin health and pharmacokinetic processes.			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00468	skin unexposed stratum corneum					Part of the stratum corneum of the skin which is not exposed to the chemical action.	Part of the stratum corneum of the skin which is not exposed to the chemical action.			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
pbpko:PBPKO_00469	skin exposed stratum corneum					Part of the stratum corneum of the skin which is  exposed to the chemical action.	Part of the stratum corneum of the skin which is  exposed to the chemical action.			0000-0001-8345-1349	0000-0002-9795-5967			 Compartment				
UBERON:0000174	excreta													Compartment				
UBERON:0002113	kidney													Compartment				
UBERON:0001969	blood plasma													Compartment				
UBERON:0001988	feces													Compartment				
UBERON:0001088	urine													Compartment				
UBERON:0000160	intestine													Compartment				
UBERON:0002048	lungs													Compartment				
UBERON:0000479	tissue													Compartment				
UBERON:0002097	skin of body													Compartment				
UBERON:0002107	liver													Compartment				
UBERON:0013755	arterial blood													Compartment				
UBERON:0013756	venous blood													Compartment				
UBERON:0001013	adipose tissue													Compartment				
UBERON:0001555	digestive tract													Compartment				
UBERON:0001007	digestive system													Compartment				
UBERON:0000945	stomach													Compartment				
UBERON:0002027	stratum corneum of epidermis													Compartment				
